Potential,Num,A1X,A2Y,A3Z,TotalEnergy,NumberOfAtoms,LatticeConstant,CohesiveEnergy,PressureX,PressureY,PressureZ,Volume,Mass,Density
M3,164,1.0016035332910205,1.7348281644198345,1.6004477267115904,-16984.8555397573,2560,3.23405535110207,-6.6347091952177,-0.0162698018716116,0.000899404647076631,0.0153906394130771,59914.0368423079,233533.439999988,3.89780846539587
